Academic_Year,State_Code,State_Name,District_Code,District_Name,Block_Code,Udise_Block_Name,Location,School_Category_Id,School_Category_Name,School_Management_Id,School_Management_Name,Total_Number_of_Schools,Building,Boundary_Wall,Single_Class_Room,Separate_Room_for_Headmaster,Land_Available,Electricity,Functional_Electricity,Solar_Panel,Furniture,Playground,Library_or_Reading_Corner_or_Book_Bank,Librarian,Newspaper,Kitchen_Garden,Boy_Toilet,Functional_Boy_Toilet,Girl_Toilet,Functional_Girl_Toilet,Toilet_Facility,Functional_Toilet_Facility,Functional_Urinal_Boy,Functional_Urinal_Girl,Functional_Urinal,Functional_Toilet_and_Urinal,Drinking_Water,Functional_Drinking_Water,Water_Purifier,Rain_Water_Harvesting,Water_Tested,Handwash,Incinerator,WASH_Facility_Drinking_Water_Toilet_and_Handwash,Ramps,Medical_Checkup,Complete_Medical_Checkup,Internet,Computer_Available
2019-20,33,Tamilnadu,3309,NAMAKKAL,330905,SENDAMANGALAM,Rural,1,"PS (I-V)",5,"Private Unaided (Recognized)",3,3,3,0,2,1,3,3,0,0,3,3,0,1,0,3,3,3,3,3,3,3,3,3,3,3,3,3,2,0,3,0,3,0,3,3,1,2
2019-20,33,Tamilnadu,3309,NAMAKKAL,330905,SENDAMANGALAM,Rural,2,"UPS (I-VIII)",1,"Department of Education",7,7,6,0,7,1,7,7,1,0,6,7,0,0,0,7,7,7,7,7,7,6,7,7,7,7,7,5,6,0,7,2,7,7,7,7,0,7
2019-20,33,Tamilnadu,3309,NAMAKKAL,330905,SENDAMANGALAM,Rural,3,"HSS (I-XII)",5,"Private Unaided (Recognized)",3,3,3,0,2,3,3,3,0,0,3,3,1,3,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0,3,2,3,0,3,2,3,3
2019-20,33,Tamilnadu,3309,NAMAKKAL,330905,SENDAMANGALAM,Rural,5,"HSS (VI-XII)",1,"Department of Education",2,2,2,0,2,2,2,2,0,0,2,2,0,2,0,2,2,1,1,2,2,2,0,2,2,2,2,1,2,0,2,1,2,2,2,2,2,2
2019-20,33,Tamilnadu,3309,NAMAKKAL,330905,SENDAMANGALAM,Rural,6,"SS (I-X)",5,"Private Unaided (Recognized)",1,1,1,0,1,1,1,1,0,0,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,1,0,0,1
2019-20,33,Tamilnadu,3309,NAMAKKAL,330905,SENDAMANGALAM,Rural,7,"SS (VI-X)",1,"Department of Education",2,1,2,0,2,1,2,2,0,0,1,2,0,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,2,1,2,0,2,2,2,2
2019-20,33,Tamilnadu,3309,NAMAKKAL,330905,SENDAMANGALAM,Urban,1,"PS (I-V)",1,"Department of Education",9,9,6,0,9,1,9,9,0,0,6,9,0,0,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9,2,9,0,9,8,9,9,0,5
2019-20,33,Tamilnadu,3309,NAMAKKAL,330905,SENDAMANGALAM,Urban,1,"PS (I-V)",4,"Government Aided",2,2,0,0,0,0,2,2,0,0,0,2,0,0,0,2,2,2,2,2,2,1,1,1,1,2,2,0,1,0,2,0,2,1,2,2,0,0
2019-20,33,Tamilnadu,3309,NAMAKKAL,330905,SENDAMANGALAM,Urban,1,"PS (I-V)",5,"Private Unaided (Recognized)",1,1,1,0,0,1,1,1,0,0,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,1,0,1,1,0,1
2019-20,33,Tamilnadu,3309,NAMAKKAL,330905,SENDAMANGALAM,Urban,2,"UPS (I-VIII)",1,"Department of Education",1,1,0,0,1,0,1,1,0,0,0,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,0,1
2019-20,33,Tamilnadu,3309,NAMAKKAL,330905,SENDAMANGALAM,Urban,2,"UPS (I-VIII)",4,"Government Aided",1,1,0,0,1,0,1,1,0,0,1,1,0,0,0,0,0,1,1,1,1,0,1,1,1,1,1,0,1,0,1,0,1,0,1,1,0,0
2019-20,33,Tamilnadu,3309,NAMAKKAL,330905,SENDAMANGALAM,Urban,3,"HSS (I-XII)",5,"Private Unaided (Recognized)",1,1,1,0,1,1,1,1,0,0,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1
2019-20,33,Tamilnadu,3309,NAMAKKAL,330905,SENDAMANGALAM,Urban,5,"HSS (VI-XII)",1,"Department of Education",3,3,3,0,3,1,3,3,0,0,2,3,1,3,0,1,1,2,2,3,3,1,2,3,3,3,3,1,3,0,3,2,3,3,3,3,3,3
2019-20,33,Tamilnadu,3309,NAMAKKAL,330905,SENDAMANGALAM,Urban,6,"SS (I-X)",5,"Private Unaided (Recognized)",1,1,1,0,1,1,1,1,0,0,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,0,0,1,1
2019-20,33,Tamilnadu,3309,NAMAKKAL,330906,PUDUCHATRAM,Rural,1,"PS (I-V)",1,"Department of Education",59,59,42,1,59,12,59,59,3,0,37,59,0,50,5,59,58,59,58,59,59,59,59,59,59,59,59,20,58,24,59,1,59,53,59,54,0,31
2019-20,33,Tamilnadu,3309,NAMAKKAL,330906,PUDUCHATRAM,Rural,1,"PS (I-V)",2,"Tribal Welfare Department",3,3,1,0,3,0,3,3,0,0,1,3,0,1,0,3,2,3,3,3,3,3,3,3,3,3,3,1,3,2,3,0,3,2,2,2,0,2
2019-20,33,Tamilnadu,3309,NAMAKKAL,330906,PUDUCHATRAM,Rural,1,"PS (I-V)",4,"Government Aided",2,2,2,0,1,1,2,2,0,0,1,2,0,1,1,2,2,2,2,2,2,2,2,2,2,2,2,0,2,1,2,0,2,2,2,2,0,1
2019-20,33,Tamilnadu,3309,NAMAKKAL,330906,PUDUCHATRAM,Rural,2,"UPS (I-VIII)",1,"Department of Education",7,7,7,0,7,3,7,7,0,0,6,7,0,6,0,6,6,7,7,7,7,6,7,7,7,7,7,5,7,2,7,1,7,6,7,7,1,7
2019-20,33,Tamilnadu,3309,NAMAKKAL,330906,PUDUCHATRAM,Rural,2,"UPS (I-VIII)",4,"Government Aided",1,1,0,0,1,0,1,1,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,1,1,1,1,0,1
2019-20,33,Tamilnadu,3309,NAMAKKAL,330906,PUDUCHATRAM,Rural,3,"HSS (I-XII)",5,"Private Unaided (Recognized)",4,4,4,0,4,1,4,4,0,0,4,4,1,3,0,4,4,4,4,4,4,4,4,4,4,4,4,4,3,0,4,0,4,4,4,4,4,4
2019-20,33,Tamilnadu,3309,NAMAKKAL,330906,PUDUCHATRAM,Rural,5,"HSS (VI-XII)",1,"Department of Education",6,6,6,0,6,6,6,6,0,0,6,6,0,6,0,6,6,6,6,6,6,6,6,6,6,6,6,4,6,1,6,6,6,6,6,6,6,6
